slot,core_id,band,n,m
1807,1527,22,173,24
1808,1528,19,255,27
1809,1529,21,148,27
1810,1530,21,183,25
1811,1531,17,151,29
1812,1532,36,147,10
1813,1533,22,210,25
1814,759,24,196,24
1815,1534,20,185,26
1816,933,25,176,25
1817,1535,19,241,27
1818,1536,22,138,25
1819,1537,23,130,24
1820,1538,25,154,22
1821,278,37,230,10
1822,1539,36,229,10
1823,1540,36,177,10
1824,1541,24,252,24
1825,1542,21,213,25
1826,1543,22,151,24
1827,1544,19,213,27
1828,1545,21,151,25
1829,1546,36,173,10
1830,1547,36,199,10
1831,1548,19,191,27
1832,1549,22,190,25
1833,1550,23,249,23
1834,1551,39,216,10
1835,1176,22,156,26
1836,878,27,240,23
1837,1552,23,154,24
1838,58,36,205,10
1839,1553,22,235,24
1840,1554,20,189,26
1841,1555,25,189,21
1842,1556,36,167,10
1843,1557,36,217,10
1844,1558,20,135,26
1845,1526,23,132,25
1846,206,26,224,25
1847,1141,26,176,24
1848,1559,20,225,26
1849,1560,20,229,26
1850,943,26,160,25
1851,1561,23,209,23
1852,1562,19,228,29
1853,1563,18,203,28
1854,1564,22,209,24
1855,1266,24,204,24
1856,1565,23,150,24
1857,1566,22,217,24
1858,1567,21,133,25
1859,865,25,216,24
1860,1568,24,175,22
1861,1569,26,212,22
1862,1570,22,137,24
1863,1571,25,244,23
1864,1572,23,157,23
1865,1529,22,185,24
1866,1325,25,148,23
1867,1573,23,210,24
1868,1574,21,227,25
1869,1575,25,242,22
1870,1177,25,196,23
1871,1576,21,231,25
1872,1577,11,169,35
1873,1559,18,144,32
1874,1578,22,149,24
1875,1579,24,138,23
1876,1285,24,200,25
1877,1580,15,173,31
1878,1581,23,254,24
1879,1582,22,219,24
1880,1583,20,173,26
1881,1584,23,165,23
1882,1077,26,208,24
1883,186,36,165,10
1884,1242,24,232,25
1885,1585,22,229,24
1886,1586,22,249,24
1887,1587,23,205,23
1888,1588,24,229,22
1889,1589,22,253,24
1890,1590,24,236,24
1891,1591,20,170,27
1892,1592,20,211,26
1893,1593,22,143,24
1894,1594,22,205,24
1895,1595,37,178,10
1896,1596,22,135,24
1897,958,25,188,23
1898,1597,22,237,24
1899,1598,22,177,24
1900,1599,37,166,10
1901,1600,23,166,24
1902,1601,37,158,10
1903,1602,21,253,25
1904,1603,19,229,27
1905,988,25,156,23
1906,1604,21,163,25
1907,1605,21,159,25
1908,1606,22,131,24
1909,1607,24,247,22
1910,1608,24,218,23
1911,1609,24,194,23
1912,1610,21,238,26
1913,1611,20,175,26
1914,1612,23,193,23
1915,1613,22,223,24
1916,1614,20,215,26
1917,1615,21,233,25
1918,1616,24,212,24
1919,1617,15,197,31
1920,1618,22,241,24
1921,1619,24,206,23
1922,1620,23,223,23
1923,1621,24,238,23
1924,1622,19,225,27
1925,1183,22,188,26
1926,533,36,145,10
1927,1623,25,212,23
1928,1166,21,196,27
1929,1624,23,234,24
1930,1137,24,172,24
1931,1625,21,134,26
1932,352,37,135,9
1933,1626,36,169,10
1934,400,37,170,10
1935,1627,17,137,29
1936,1628,21,171,25
1937,1629,25,236,23
1938,1026,25,172,23
1939,1630,25,182,22
1940,1631,23,237,23
1941,1632,21,234,26
1942,1633,22,203,24
1943,1405,23,240,27
1944,1634,23,238,24
1945,119,28,128,25
1946,1635,22,200,27
1947,1636,21,181,25
1948,1462,25,200,24
1949,1637,22,202,25
1950,1638,23,201,23
1951,1639,22,211,24
1952,1640,21,195,25
1953,1641,19,246,28
1954,1642,22,191,24
1955,1643,20,210,27
1956,1644,23,133,23
1957,1645,22,147,24
1958,1646,21,217,25
1959,1647,23,245,23
1960,1648,23,242,24
1961,648,25,224,26
1962,1649,22,238,25
1963,2,39,200,10
1964,1650,22,231,24
1965,638,30,128,23
1966,1651,21,191,25
1967,1652,22,251,24
1968,1653,21,229,25
1969,1654,21,225,25
1970,1655,37,174,10
1971,1656,18,187,28
1972,1657,18,245,28
1973,1658,23,161,23
1974,1565,22,240,28
1975,1659,23,220,25
1976,1660,19,131,27
1977,1493,24,168,25
1978,1661,18,197,28
1979,1662,22,246,25
1980,1663,20,131,26
1981,1664,21,157,25
1982,1157,25,240,25
1983,1665,23,222,24
1984,1666,20,182,27
1985,1667,21,194,26
1986,1668,22,159,24
1987,1669,17,211,29
1988,1670,17,153,29
1989,1671,20,145,26
1990,1523,22,148,26
1991,1264,21,180,27
1992,1672,19,152,30
1993,1673,20,167,26
1994,1674,37,214,10
1995,1675,36,221,10
1996,187,36,175,10
1997,1676,21,147,25
1998,1677,17,143,29
1999,1587,22,164,26
2000,1678,18,233,28
2001,1679,20,214,27
2002,1680,23,226,24
2003,1681,21,138,26
2004,1682,20,171,26
2005,1683,22,162,25
2006,1074,23,248,26
2007,1684,23,143,23
2008,1685,19,221,27
2009,1686,22,228,26
2010,1687,36,187,10
2011,1688,36,161,10
2012,1689,22,206,25
2013,1690,38,172,10
2014,1691,21,178,26
2015,1584,22,132,26
2016,1692,23,158,24
2017,1154,24,140,24
2018,1356,23,188,25
2019,1596,21,216,28
2020,1145,22,216,27
2021,1404,23,192,29
2022,1568,23,140,25
2023,1693,36,163,10
2024,1694,25,220,23
2025,1433,25,136,24
2026,1695,21,179,25
2027,1696,21,142,26
2028,1697,20,140,28
2029,1698,20,166,27
2030,1699,22,134,25
2031,1700,21,209,25
2032,1701,20,213,26
2033,1702,24,166,23
2034,1703,21,154,26
2035,1704,21,197,25
2036,1705,21,252,27
2037,1706,21,161,25
2038,1707,23,145,23
2039,1708,21,245,25
2040,1709,22,215,24
2041,1710,19,236,29
2042,1440,22,184,27
2043,1711,21,198,26
2044,1255,23,172,25
2045,1712,20,206,27
2046,1713,22,233,24
2047,1635,23,250,24
2048,1404,24,240,26
2049,1714,15,217,31
2050,1715,23,202,24
2051,1694,24,176,26
2052,1716,22,189,24
2053,1565,21,192,31
2054,1717,21,187,25
2055,1718,22,141,24
2056,1719,24,228,24
2057,1720,22,167,24
2058,1721,21,173,25
2059,1722,20,159,26
2060,1723,19,203,27
2061,1724,23,129,23
2062,1447,23,208,27
2063,1182,25,208,25
2064,1725,18,209,28
2065,1726,21,203,25
2066,738,27,192,25
2067,1727,20,221,26
2068,1728,22,129,24
2069,1729,37,186,10
2070,1730,22,239,24
2071,1731,16,199,30
2072,1732,20,195,26
2073,1524,23,136,26
2074,1733,21,169,25
2075,359,38,180,10
2076,1734,21,230,26
2077,1735,21,170,26
2078,1736,21,193,25
2079,1737,19,139,27
2080,1738,20,147,26
2081,1739,19,235,27
2082,1740,20,235,26
2083,1741,21,237,25
2084,1742,17,185,29
2085,1463,21,156,27
2086,1743,20,237,26
2087,1744,15,235,31
2088,1745,21,214,26
2089,1746,21,149,25
2090,1747,20,183,26
2091,1748,20,247,26
2092,1749,21,255,25
2093,1750,19,227,27
2094,780,24,144,26
2095,1751,18,183,28
2096,1752,20,209,26
2097,1477,22,152,27
2098,521,25,168,24
2099,1672,20,190,27
2100,1753,19,207,27
2101,790,26,128,27
2102,1594,21,164,27
2103,1754,22,182,25
2104,1755,22,198,25
2105,1756,20,217,26
2106,1757,22,178,25
2107,1228,25,152,24
2108,1758,20,239,26
2109,1759,21,158,26
2110,1760,21,222,26
2111,1761,19,218,28
2112,1762,42,192,10
2113,1093,25,160,26
2114,1763,20,155,26
2115,963,24,208,26
2116,1764,21,205,25
2117,1765,20,241,26
2118,1766,22,214,25
2119,1767,22,255,24
2120,1768,18,169,28
2121,1769,18,139,28
2122,1770,23,198,24
2123,1771,21,243,25
2124,1772,21,244,27
2125,1773,36,189,10
2126,1774,21,174,26
2127,1775,22,212,26
2128,1776,21,155,25
2129,1777,20,157,26
2130,1778,36,207,10
2131,1779,22,207,24
2132,1780,18,131,28
2133,1030,24,224,27
2134,1781,21,145,25
2135,1269,23,232,26
2136,1782,17,195,29
2137,1783,18,129,28
2138,1784,20,202,27
2139,1785,21,232,28
2140,1786,19,243,27
2141,1787,19,171,27
2142,702,26,144,24
2143,1788,20,151,26
2144,1789,16,195,30
2145,1790,19,238,28
2146,1791,21,141,25
2147,1792,18,181,28
2148,1793,18,235,28
2149,1794,17,134,30
2150,1795,21,190,26
2151,1796,38,212,10
2152,1797,20,231,26
2153,1798,17,203,29
2154,1799,21,218,26
2155,1800,20,212,28
2156,1801,17,243,29
2157,1802,22,193,24
2158,1198,23,196,25
2159,1785,22,145,24
2160,1803,20,194,27
2161,1635,20,128,33
2162,1707,22,232,27
2163,1804,21,200,28
2164,766,27,224,24
2165,1805,21,139,25
2166,1806,19,135,27
2167,1392,19,204,29
2168,1807,23,146,24
2169,1808,21,206,26
2170,1809,14,135,32
2171,1810,22,218,25
2172,1811,20,233,26
2173,1812,19,130,28
2174,1813,20,146,27
2175,1814,21,242,26
2176,1815,20,203,26
2177,1816,21,199,25
2178,1817,21,247,25
2179,1697,21,175,25
2180,1422,23,156,25
2181,1818,19,183,27
2182,1819,14,241,32
2183,1820,19,219,27
2184,1821,19,157,27
2185,312,37,190,10
2186,1468,23,216,26
2187,1822,17,156,31
2188,1823,18,141,28
2189,1824,19,182,28
2190,1825,15,211,31
2191,1826,16,221,30
2192,1827,11,229,35
2193,1828,23,252,25
2194,1829,20,238,27
2195,1830,11,247,35
2196,1831,19,149,27
2197,1573,22,168,27
2198,1514,22,172,26
2199,1832,18,212,30
2200,1833,20,199,26
2201,628,27,128,26
2202,1834,16,190,31
2203,1835,20,226,27
2204,1836,21,162,26
2205,1837,21,177,25
2206,1838,20,193,26
2207,1839,22,186,25
2208,1749,20,204,28
2209,216,36,225,10
2210,1840,19,195,27
2211,1804,22,250,25
2212,1841,21,130,26
2213,1842,19,237,27
2214,1843,19,210,28
2215,1708,20,196,28
2216,1844,19,253,27
2217,1845,20,191,26
2218,1846,20,162,27
2219,1847,16,243,30
2220,1822,18,195,28
2221,1848,20,133,26
2222,1376,23,152,26
2223,1849,19,133,27
2224,1850,22,142,25
2225,1010,23,204,25
2226,1851,18,221,28
2227,1852,17,250,30
2228,1327,24,152,25
2229,1853,19,215,27
2230,1854,16,255,30
2231,1855,18,173,28
2232,1856,23,244,25
2233,1857,37,198,10
2234,1858,19,230,28
2235,1859,37,194,10
2236,1860,17,247,29
2237,1861,11,181,35
2238,1862,20,181,26
2239,1863,19,178,28
2240,1864,21,165,25
2241,1865,22,170,25
2242,1866,21,236,27
2243,1867,19,137,27
2244,1868,18,153,28
2245,1869,36,201,10
2246,1473,20,200,29
2247,1870,19,193,27
2248,1767,21,204,27
2249,1871,18,239,28
2250,1872,17,253,29
2251,1873,22,254,25
2252,1874,19,251,27
2253,1875,18,134,29
2254,1876,16,234,31
2255,1877,20,153,26
2256,1878,20,163,26
2257,1879,16,235,30
2258,1880,22,222,25
2259,1881,19,165,27
2260,1882,22,236,26
2261,1883,20,154,27
2262,1884,16,233,30
2263,1885,17,187,29
2264,1886,21,221,25
2265,1887,20,139,26
2266,1888,19,169,27
2267,1889,17,225,29
2268,1890,21,207,25
2269,1891,20,138,27
2270,1892,19,146,28
2271,1893,20,249,26
2272,1894,17,249,29
2273,1895,19,163,27
2274,1896,19,162,28
2275,1897,20,230,27
2276,1898,19,249,27
2277,1899,15,133,31
2278,1900,20,242,27
2279,1448,22,248,27
2280,1901,19,212,29
2281,1902,21,185,25
2282,1903,18,151,28
2283,1904,17,255,29
2284,1905,19,247,27
2285,1906,20,218,27
2286,1907,21,202,26
2287,1908,21,167,25
2288,785,21,128,32
2289,1909,14,191,32
2290,1008,24,136,25
2291,1910,18,146,29
2292,1911,19,143,27
2293,1358,22,140,26
2294,1912,20,253,26
2295,1913,17,227,29
2296,1914,19,220,29
2297,1709,21,172,27
2298,1915,20,245,26
2299,1916,19,209,27
2300,1917,16,157,30
2301,1918,20,165,26
2302,1919,16,142,31
2303,1920,19,189,27
2304,1921,21,254,26
2305,1922,18,143,28
2306,1409,23,180,25
2307,1923,21,219,25
2308,1924,38,244,10
2309,1925,17,171,29
2310,1926,18,241,28
2311,1927,17,212,31
2312,1928,20,222,27
2313,1929,19,217,27
2314,1930,19,154,28
2315,878,26,192,26
2316,1931,20,149,26
2317,1932,17,237,29
2318,1933,20,197,26
2319,1934,14,211,32
2320,1935,19,197,27
2321,1326,20,188,28
2322,1936,37,131,9
2323,1937,22,252,26
2324,1938,18,255,28
2325,1939,17,141,29
2326,1940,20,205,26
2327,1941,20,137,26
2328,1942,19,181,27
2329,1943,19,159,27
2330,1944,18,167,28
2331,1945,13,165,33
2332,1946,16,209,30
2333,1533,21,168,28
2334,1947,19,231,27
2335,1948,19,179,27
2336,1949,18,171,28
2337,1950,21,189,25
2338,1951,19,194,28
2339,1952,16,132,32
2340,1953,10,207,36
2341,1954,19,185,27
2342,1955,18,178,29
2343,1956,18,249,28
2344,929,25,144,25
2345,1957,17,251,29
2346,1958,16,253,30
2347,1959,18,138,29
2348,1960,17,135,29
2349,1961,20,142,27
2350,1962,18,222,29
2351,1080,21,144,29
2352,1740,19,188,29
2353,1963,19,153,27
2354,1964,19,167,27
2355,1965,16,161,30
2356,1458,22,136,27
2357,1966,20,134,27
2358,1967,20,250,27
2359,1968,17,230,30
2360,1952,17,165,29
2361,1865,21,136,28
2362,1969,18,219,28
2363,1970,19,244,29
2364,1971,36,191,10
2365,1972,18,142,29
2366,1973,16,229,30
2367,1974,18,213,28
2368,1975,18,193,28
2369,1976,18,247,28
2370,1977,17,169,29
2371,1978,14,243,32
2372,1979,20,177,26
2373,1511,21,140,27
2374,1980,15,221,31
2375,1484,21,240,29
2376,1981,18,223,28
2377,1853,18,172,30
2378,1982,14,151,32
2379,1983,15,201,31
2380,1918,19,132,29
2381,1984,21,226,26
2382,1985,18,162,29
2383,1986,38,196,10
2384,1611,19,140,29
2385,1987,17,177,29
2386,1988,14,235,32
2387,1989,20,252,28
2388,1990,19,205,27
2389,1229,21,184,28
2390,1991,16,193,30
2391,1992,19,161,27
2392,1537,22,208,28
2393,1993,19,166,28
2394,1994,19,150,28
2395,1995,19,199,27
2396,1996,16,154,31
2397,1997,14,143,32
2398,1998,18,202,29
2399,1999,21,210,26
2400,1278,20,172,28
2401,2000,18,237,28
2402,2001,15,163,31
2403,2002,18,190,29
2404,2003,17,178,30
2405,2004,17,182,30
2406,2005,15,255,31
2407,2006,16,147,30
2408,2007,21,129,25
2409,2008,18,244,30
2410,2009,18,150,29
2411,2010,15,179,31
2412,2011,17,190,30
2413,2012,19,223,27
2414,2013,18,163,28
2415,2014,17,234,30
2416,2015,16,214,31
2417,2016,20,223,26
2418,2017,20,150,27
2419,2018,20,246,27
2420,1469,21,248,28
2421,1764,20,164,28
2422,2019,21,220,27
2423,2020,20,186,27
2424,2021,19,242,28
2425,2022,37,254,10
2426,2023,19,187,27
2427,2024,17,175,29
2428,2025,18,189,28
2429,2026,15,183,31
2430,2027,19,245,27
2431,2028,17,238,30
2432,2029,20,228,28
2433,2030,15,252,33
2434,2031,16,197,30
2435,2032,19,176,31
2436,2033,15,158,32
2437,1841,20,208,30
2438,2034,19,147,27
2439,2035,20,244,28
2440,107,36,195,10
2441,2036,16,237,30
2442,1157,24,192,28
2443,2037,18,227,28
2444,2038,36,219,10
2445,2039,16,222,31
2446,2024,16,140,32
2447,2040,18,185,28
2448,2041,18,145,28
2449,2042,16,245,30
2450,2043,19,211,27
2451,2044,18,246,29
2452,1462,24,160,27
2453,1553,21,188,27
2454,2045,15,166,32
2455,2046,17,140,31
2456,2047,37,234,10
2457,2048,17,245,29
2458,2049,19,222,28
2459,2050,19,158,28
2460,2051,15,161,31
2461,2052,19,177,27
2462,1154,23,224,28
2463,2053,12,177,34
2464,2054,18,229,28
2465,2055,16,225,30
2466,2056,20,130,27
2467,2057,17,242,30
2468,2058,18,149,28
2469,2059,18,214,29
2470,2060,19,254,28
2471,2061,19,198,28
2472,2062,18,147,28
2473,2063,16,158,31
2474,1795,20,152,29
2475,2064,18,199,28
2476,2065,21,228,27
2477,1990,18,164,30
2478,2066,18,157,28
2479,1496,23,176,27
2480,2067,18,177,28
2481,1659,22,176,28
2482,2068,17,221,29
2483,1358,21,224,30
2484,1204,20,216,29
2485,1559,19,180,29
2486,2069,19,134,28
2487,943,25,128,28
2488,2070,15,147,31
2489,2071,18,234,29
2490,2072,19,234,28
2491,2073,19,226,28
2492,2074,17,215,29
2493,2075,19,239,27
2494,1549,21,152,28
2495,2076,17,223,29
2496,2077,15,193,31
2497,2078,15,253,31
2498,2048,16,196,32
2499,2032,20,220,28
2500,2079,18,194,29
2501,2080,16,137,30
2502,2081,16,182,31
2503,2082,20,198,27
2504,2083,16,185,30
2505,2084,16,173,30
2506,2085,15,137,31
2507,2086,18,135,28
2508,2087,17,158,30
2509,2088,18,154,29
2510,2089,38,188,10
2511,2090,16,210,31
2512,2091,20,254,27
2513,2092,13,187,33
2514,2093,19,151,27
2515,2094,18,179,28
2516,2095,16,129,30
2517,2096,15,233,31
2518,2097,13,189,33
2519,2046,18,175,28
2520,2098,16,228,32
2521,2099,17,155,29
2522,2100,18,159,28
2523,1840,18,156,30
2524,2101,20,158,27
2525,2102,18,201,28
2526,1640,20,156,28
2527,1793,17,188,31
2528,2103,17,147,29
2529,2104,15,145,31
2530,1203,25,192,27
2531,2105,14,148,34
2532,2106,18,218,29
2533,2107,18,170,29
2534,2108,13,203,33
2535,2109,18,191,28
2536,2110,17,199,29
2537,2111,41,224,10
2538,2112,16,236,32
2539,2113,16,167,30
2540,2114,17,130,30
2541,2115,18,165,28
2542,1534,19,148,29
2543,1647,22,196,26
2544,2116,17,145,29
2545,2117,16,151,30
2546,2118,14,249,32
2547,2119,18,226,29
2548,2120,16,159,30
2549,2121,17,233,29
2550,2122,19,202,28
2551,2123,17,157,29
2552,2124,17,176,33
2553,2090,15,168,34
2554,2125,16,240,34
2555,2126,13,148,35
2556,2127,17,209,29
2557,2128,17,167,29
2558,1614,19,172,29
2559,2129,14,214,33
2560,2130,18,211,28
2561,2131,36,197,10
2562,2132,19,174,28
2563,2133,38,236,10
2564,2019,20,176,30
2565,2134,17,241,29
2566,2135,11,167,35
2567,2136,18,155,28
2568,2137,19,138,28
2569,1940,19,164,29
2570,2138,18,186,29
2571,2139,36,193,10
2572,2140,19,155,27
2573,2141,15,149,31
2574,2142,16,211,30
2575,2143,13,149,33
2576,2144,16,218,31
2577,2145,17,201,29
2578,1285,23,160,28
2579,2146,14,169,32
2580,2147,17,162,30
2581,2148,17,205,29
2582,2149,16,215,30
2583,2150,19,142,28
2584,1915,19,196,29
2585,2151,36,211,10
2586,2152,17,133,29
2587,2153,18,137,28
2588,2154,17,244,31
2589,2155,19,129,27
2590,2156,15,150,32
2591,1902,20,148,28
2592,2157,20,178,27
2593,2158,16,179,30
2594,2159,19,206,28
2595,2160,18,250,29
2596,2161,18,130,29
2597,2162,36,209,10
2598,2163,37,181,9
2599,2164,36,253,10
2600,2165,19,233,27
2601,1968,16,184,33
2602,2166,12,198,35
2603,2167,16,219,30
2604,2168,17,173,29
2605,2169,16,241,30
2606,2170,15,209,31
2607,1732,19,156,29
2608,2171,37,222,10
2609,2172,14,197,32
2610,1864,20,132,28
2611,1405,22,192,30
2612,1622,18,180,30
2613,2173,18,238,29
2614,2174,17,254,30
2615,2175,13,179,33
2616,2176,16,231,30
2617,2177,14,173,32
2618,2124,18,220,30
2619,1456,21,176,29
2620,2178,18,207,28
2621,2179,17,149,29
2622,2180,18,251,28
2623,1558,19,216,30
2624,2181,17,246,30
2625,2074,16,172,32
2626,2182,14,155,32
2627,2183,18,161,28
2628,1568,22,224,29
2629,2184,15,214,32
2630,1881,18,132,30
2631,2185,17,213,29
2632,1734,20,184,29
2633,1781,20,232,29
2634,2186,20,234,27
2635,2187,18,158,29
2636,2188,16,174,31
2637,2189,17,163,29
2638,1999,20,168,29
2639,2190,40,208,10
2640,2191,16,163,30
2641,2192,16,139,30
2642,2193,18,166,29
2643,2194,16,171,30
2644,2195,16,201,30
2645,2196,17,235,29
2646,2197,17,202,30
2647,2198,9,189,37
2648,2199,16,187,30
2649,2200,19,252,29
2650,2201,19,190,28
2651,2202,18,231,28
2652,2196,16,188,32
2653,2203,13,208,37
2654,2204,17,191,29
2655,2205,17,207,29
2656,2206,37,206,10
2657,2207,15,227,31
2658,2208,14,237,32
2659,2209,19,214,28
2660,2210,16,138,31
2661,2211,14,203,32
2662,2212,14,187,32
2663,2213,18,198,29
2664,2214,15,195,31
2665,2215,16,141,30
2666,2216,14,133,32
2667,2217,16,238,31
2668,1657,17,196,31
2669,1858,18,184,31
2670,2218,16,217,30
2671,2219,18,217,28
2672,2220,17,193,29
2673,2221,18,205,28
2674,2222,14,207,32
2675,2223,38,204,10
2676,2224,17,189,29
2677,2225,17,218,30
2678,2226,21,212,27
2679,2227,14,206,33
2680,2228,17,161,29
2681,1654,20,180,28
2682,2229,17,159,29
2683,2230,18,182,29
2684,2231,15,206,32
2685,2232,16,242,31
2686,2233,13,225,33
2687,1654,19,144,31
2688,2234,15,239,31
2689,2235,17,183,29
2690,2236,15,218,32
2691,2237,15,215,31
2692,2238,15,189,31
2693,1954,18,148,30
2694,2239,19,141,27
2695,1739,18,188,30
2696,2240,39,232,10
2697,2241,13,215,33
2698,2242,20,236,28
2699,2243,36,237,10
2700,2244,17,229,29
2701,2245,37,218,10
2702,2246,14,175,32
2703,2247,17,206,30
2704,2248,18,242,29
2705,2249,17,217,29
2706,1516,18,232,31
2707,2250,36,227,10
2708,2251,17,181,29
2709,2252,16,145,30
2710,1889,16,180,32
2711,2253,14,205,32
2712,2254,16,186,31
2713,2255,19,186,28
2714,2256,15,205,31
2715,2257,18,210,29
2716,2258,19,250,28
2717,2259,13,129,33
2718,2260,17,179,29
2719,2126,14,185,32
2720,2261,15,222,32
2721,1591,19,136,30
2722,2262,13,245,33
2723,2263,15,181,31
2724,2264,16,150,31
2725,2265,16,220,32
2726,2266,16,191,30
2727,2267,17,220,31
2728,2268,16,198,31
2729,2269,16,165,30
2730,2270,17,231,29
2731,2271,15,241,31
2732,2272,16,149,30
2733,2273,16,178,31
2734,2274,16,166,31
2735,2275,15,247,31
2736,2276,15,210,32
2737,2277,17,198,30
2738,1671,19,232,30
2739,2278,16,181,30
2740,1409,22,144,28
2741,2279,11,231,35
2742,2280,17,226,30
2743,2281,15,213,31
2744,2282,16,249,30
2745,1735,20,136,29
2746,2283,17,197,29
2747,2284,16,213,30
2748,2285,15,251,31
2749,2286,17,131,29
2750,2287,14,159,32
2751,2288,14,250,33
2752,2289,16,143,30
2753,245,36,215,10
2754,1528,18,204,30
2755,2290,37,238,10
2756,2291,16,133,30
2757,2292,14,195,32
2758,2293,17,194,30
2759,2294,16,254,31
2760,1879,15,188,33
2761,2295,16,170,31
2762,159,38,220,10
2763,2296,37,246,10
2764,2297,13,177,33
2765,2298,15,169,31
2766,2299,18,230,29
2767,2300,16,230,31
2768,2301,13,143,33
2769,2302,16,226,31
2770,2303,17,166,30
2771,2304,13,159,33
2772,2305,16,203,30
2773,2306,15,141,31
2774,104,38,130,9
2775,2011,16,152,33
2776,2307,36,239,10
2777,2308,9,153,37
2778,785,22,160,29
2779,2309,12,197,34
2780,1967,19,200,30
2781,2310,14,186,33
2782,2311,12,167,34
2783,2312,15,202,32
2784,1776,20,248,29
2785,1436,18,140,30
2786,2313,17,214,30
2787,2314,9,249,37
2788,2315,15,138,32
2789,2316,15,249,31
2790,2317,13,253,33
2791,2318,18,174,29
2792,2319,19,170,28
2793,2320,18,206,29
2794,2321,15,139,31
2795,2148,16,164,32
2796,2322,14,147,32
2797,2323,16,134,31
2798,2324,14,167,32
2799,1093,24,128,29
2800,2325,15,243,31
2801,2149,15,172,33
2802,2326,16,246,31
2803,2125,17,150,30
2804,2327,15,171,31
2805,2328,14,253,32
2806,2042,15,196,33
2807,2105,15,185,31
2808,2329,15,167,31
2809,2330,9,131,37
2810,2331,8,155,38
2811,2332,13,171,33
2812,2333,12,251,34
2813,1462,23,128,30
2814,2334,13,132,35
2815,2335,17,138,30
2816,2336,14,179,32
2817,2337,37,226,10
2818,2338,14,163,32
2819,2140,18,248,31
2820,2339,5,251,41
2821,2340,37,147,9
2822,1216,21,208,29
2823,2341,15,225,31
2824,2342,11,195,35
2825,2343,16,207,30
2826,2344,17,236,31
2827,2345,17,228,31
2828,2346,13,195,33
2829,2347,16,169,30
2830,2348,0,197,46
2831,2349,12,215,34
2832,1643,19,168,30
2833,2350,15,174,32
2834,2351,17,142,30
2835,2352,15,219,31
2836,2353,15,175,31
2837,2354,12,249,34
2838,2355,37,129,9
2839,2115,17,132,31
2840,2041,17,232,32
2841,2356,12,193,34
2842,2357,36,243,10
2843,2358,38,228,10
2844,2359,16,135,30
2845,2360,16,189,30
2846,2361,10,245,36
2847,2362,16,183,30
2848,172,40,240,10
2849,388,37,250,10
2850,2363,13,151,33
2851,2364,12,223,34
2852,2365,36,231,10
2853,2366,15,153,31
2854,1484,20,192,32
2855,2367,15,165,31
2856,2368,15,155,31
2857,2369,16,205,30
2858,2370,16,227,30
2859,2371,9,167,37
2860,2372,16,175,30
2861,2373,15,178,32
2862,1806,18,216,31
2863,2374,13,185,33
2864,2375,17,154,30
2865,2376,15,130,32
2866,1897,19,184,30
2867,2377,18,252,30
2868,1904,16,204,32
2869,2378,11,146,36
2870,2379,13,197,33
2871,2380,18,236,30
2872,2381,13,213,33
2873,2319,18,136,31
2874,2382,12,185,34
2875,2383,15,254,32
2876,2384,12,245,34
2877,2385,16,251,30
2878,2386,38,154,9
2879,2387,16,247,30
2880,2002,17,152,32
2881,2388,14,139,32
2882,2389,14,189,32
2883,2390,15,238,32
2884,2391,17,170,30
2885,2040,17,148,31
2886,2392,16,206,31
2887,2393,18,228,30
2888,2394,15,237,31
2889,2395,11,253,35
2890,2396,14,194,33
2891,2397,8,133,38
2892,2398,14,255,32
2893,2399,17,186,30
2894,2400,13,199,33
2895,2401,17,222,30
2896,2402,16,162,31
2897,2403,15,245,31
2898,2404,16,194,31
2899,2405,12,163,34
2900,2406,15,191,31
2901,2407,17,174,30
2902,2408,17,219,29
2903,2409,12,146,35
2904,2410,15,151,31
2905,2083,15,148,33
2906,2411,14,245,32
2907,2412,13,209,33
2908,1285,22,128,31
2909,2413,16,131,30
2910,2414,14,209,32
2911,1264,20,144,30
2912,2415,16,202,31
2913,2416,15,207,31
2914,2417,15,194,32
2915,2418,15,223,31
2916,2419,12,129,34
2917,2420,15,143,31
2918,2421,13,239,33
2919,2422,13,214,34
2920,2423,13,147,33
2921,2424,14,223,32
2922,2425,15,234,32
2923,2017,19,240,31
2924,2426,38,146,9
2925,71,36,245,10
2926,125,36,235,10
2927,2427,37,151,9
2928,2428,13,181,33
2929,2429,13,135,33
2930,2430,14,178,33
2931,2221,17,164,31
2932,2431,9,143,37
2933,2432,17,210,30
2934,2433,15,199,31
2935,2434,13,238,34
2936,2435,15,203,31
2937,2436,17,239,29
2938,2437,14,149,32
2939,1967,18,160,33
2940,2438,16,177,30
2941,2439,14,181,32
2942,2440,15,170,32
2943,1697,19,224,32
2944,2441,13,139,33
2945,2442,13,154,34
2946,2443,16,153,30
2947,2444,36,223,10
2948,1852,16,200,33
2949,2445,39,132,9
2950,2446,16,244,32
2951,2201,18,152,31
2952,2447,13,234,34
2953,1424,17,172,31
2954,2448,14,215,32
2955,2449,11,153,35
2956,2450,14,254,33
2957,2451,15,131,31
2958,2452,36,241,10
2959,2453,14,199,32
2960,2454,16,155,30
2961,2455,14,213,32
2962,1804,20,160,31
2963,1938,17,204,31
2964,2258,18,200,31
2965,1635,21,160,30
2966,2456,14,171,32
2967,2457,14,219,32
2968,2458,14,190,33
2969,2459,40,152,9
2970,2017,18,192,34
2971,2460,15,226,32
2972,2461,10,133,36
2973,2056,19,208,31
2974,2462,14,177,32
2975,2463,15,146,32
